"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
193272020,19327,2020,"TX1082500","TX1082500","","N","N",,"I","ISD: EDINBURG","EDINBURG CONSOLIDATED ISD POLICE DEPARTMENT","Independent School District:","Edinburg","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","Other",0,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",69,19,88,15,9,24,0,0,01-JAN-97,01-DEC-20,01-DEC-20,01-MAR-21,01-JAN-21,01-JAN-21,"N","HIDALGO","McAllen-Edinburg-Mission, TX","Y","Y","Y"
193292020,19329,2020,"TX1083000","TX1083000","","N","N",,"I","PENITAS","CITY PENITAS POLICE DEPARTMENT","Penitas","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",4756,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",17,0,17,1,2,3,0,0,01-JAN-97,01-JAN-19,01-JAN-19,01-FEB-19,01-FEB-19,01-FEB-19,"N","HIDALGO","McAllen-Edinburg-Mission, TX","Y","Y","Y"
193312020,19331,2020,"TX1083500","TX1083500","","N","N",,"I","PALMHURST","PALMHURST POLICE DEPARTMENT","Palmhurst","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",2753,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",12,2,14,1,1,2,0,0,01-JAN-97,01-OCT-19,01-OCT-19,01-NOV-19,01-NOV-19,01-NOV-19,"N","HIDALGO","McAllen-Edinburg-Mission, TX","Y","Y","Y"
193322020,19332,2020,"TX1090000","TX1090000","","N","N",,"I","HILL","HILL CO SO HILLSBORO","Hill","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",22898,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",29,20,49,4,26,30,0,0,01-JAN-97,01-JUN-18,01-JUN-18,01-DEC-18,01-DEC-18,01-DEC-18,"N","HILL","Non-MSA","Y","Y","Y"
193332020,19333,2020,"TX1090100","TX1090100","","N","N",,"I","HILLSBORO","HILLSBORO PD","Hillsboro","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",8480,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",20,0,20,5,9,14,0,0,01-JAN-97,01-MAR-18,01-MAR-18,01-JUL-18,01-JUL-18,01-JUL-18,"N","HILL","Non-MSA","Y","Y","Y"
193352020,19335,2020,"TX1090300","TX1090300","","N","N",,"I","ITASCA","ITASCA PD","Itasca","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",1743,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,1,0,1,0,0,01-JAN-97,01-JUL-19,01-JUL-19,01-SEP-19,01-SEP-19,01-NOV-19,"N","HILL","Non-MSA","Y","Y","Y"
193362020,19336,2020,"TX1090600","TX1090600","","N","N",,"I","WHITNEY","WHITNEY PD","Whitney","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",2170,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-97,01-FEB-20,01-FEB-20,01-MAR-20,01-MAR-20,01-APR-20,"N","HILL","Non-MSA","Y","Y","Y"
193382020,19338,2020,"TX1100000","TX1100000","","N","N",,"I","HOCKLEY","HOCKLEY CO SO LEVELLAND","Hockley","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",9459,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-97,01-APR-19,01-APR-19,01-MAR-20,01-JUL-19,01-JUL-19,"N","HOCKLEY","Non-MSA","Y","Y","Y"
193392020,19339,2020,"TX1100100","TX1100100","","N","N",,"I","LEVELLAND","LEVELLAND PD","Levelland","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",13502,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",21,3,24,3,8,11,0,0,01-JAN-97,01-OCT-18,01-OCT-18,01-DEC-18,01-DEC-18,01-DEC-18,"N","HOCKLEY","Non-MSA","Y","Y","Y"
193442020,19344,2020,"TX1110000","TX1110000","","N","N",,"I","HOOD","HOOD CO SO GRANBURY","Hood","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",50579,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",50,38,88,5,57,62,0,0,01-JAN-97,01-SEP-17,01-SEP-17,01-MAR-18,01-MAR-18,01-MAR-18,"N","HOOD","Non-MSA","Y","Y","Y"
193452020,19345,2020,"TX1110100","TX1110100","","N","N",,"I","GRANBURY","GRANBURY PD","Granbury","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",11080,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",42,2,44,0,4,4,0,0,01-JAN-97,01-NOV-19,01-NOV-19,01-DEC-19,01-DEC-19,01-DEC-19,"N","HOOD","Non-MSA","Y","Y","Y"
193472020,19347,2020,"TX1120000","TX1120000","","N","N",,"I","HOPKINS","HOPKINS CO SO SULPHUR SPRINGS","Hopkins","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",20050,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",25,17,42,1,26,27,0,0,01-JAN-97,01-FEB-19,01-FEB-19,01-JAN-20,01-MAY-19,01-MAY-19,"N","HOPKINS","Non-MSA","Y","Y","Y"
193492020,19349,2020,"TX1120200","TX1120200","","N","N",,"I","SULPHUR SPRINGS","SULPHUR SPRINGS PD","Sulphur Springs","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",16322,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",28,1,29,0,10,10,0,0,01-JAN-97,01-NOV-19,01-NOV-19,01-DEC-19,01-DEC-19,01-AUG-20,"N","HOPKINS","Non-MSA","Y","Y","Y"
193502020,19350,2020,"TX1130000","TX1130000","","N","N",,"I","HOUSTON","HOUSTON CO SO CROCKETT","Houston","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",15049,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",21,17,38,1,12,13,0,0,01-JAN-97,01-JAN-18,01-JAN-18,01-JUL-18,01-JUL-18,01-JUL-18,"N","HOUSTON","Non-MSA","Y","Y","Y"
193512020,19351,2020,"TX1130100","TX1130100","","N","N",,"I","CROCKETT","CROCKETT PD","Crockett","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",6327,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",13,1,14,2,1,3,0,0,01-JAN-97,01-AUG-20,01-AUG-20,01-OCT-20,01-OCT-20,01-OCT-20,"N","HOUSTON","Non-MSA","Y","Y","Y"
193522020,19352,2020,"TX1130500","TX1130500","","N","N",,"I","GRAPELAND","GRAPELAND POLICE DEPARTMENT","Grapeland","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",1437,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-97,01-MAR-18,01-MAR-18,01-FEB-19,01-FEB-19,01-FEB-19,"N","HOUSTON","Non-MSA","Y","Y","Y"
193532020,19353,2020,"TX1140000","TX1140000","","N","N",,"I","HOWARD","HOWARD COUNTY SHERIFFS OFFICE","Howard","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",8438,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",21,13,34,3,27,30,0,0,01-JAN-97,01-JAN-19,01-JAN-19,01-MAY-19,01-MAY-19,01-MAY-19,"N","HOWARD","Non-MSA","Y","Y","Y"
193542020,19354,2020,"TX1140100","TX1140100","","N","N",,"I","BIG SPRING","BIG SPRING POLICE DEPARTMENT","Big Spring","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",28294,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",36,2,38,2,9,11,0,0,01-JAN-97,01-JAN-18,01-JAN-18,01-JUL-18,01-JUL-18,01-JUL-18,"N","HOWARD","Non-MSA","Y","Y","Y"
193552020,19355,2020,"TX1150000","TX1150000","","N","N",,"I","HUDSPETH","HUDSPETH CO SO SIERRA BLANCA","Hudspeth","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",5068,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",14,8,22,2,10,12,0,0,01-JAN-97,01-APR-18,01-APR-18,01-FEB-19,01-FEB-19,01-FEB-19,"N","HUDSPETH","El Paso, TX","Y","Y","Y"
193562020,19356,2020,"TX1160000","TX1160000","","N","N",,"I","HUNT","HUNT CO SO GREENVILLE","Hunt","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",52864,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",46,51,97,3,43,46,0,0,01-JAN-97,01-JUL-19,01-JUL-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","HUNT","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
193592020,19359,2020,"TX1160300","TX1160300","","N","N",,"I","GREENVILLE","GREENVILLE PD","Greenville","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",29209,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",46,2,48,4,17,21,0,0,01-JAN-97,01-APR-19,01-APR-19,01-MAY-19,01-MAY-19,01-MAY-19,"N","HUNT","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
193612020,19361,2020,"TX1160600","TX1160600","","N","N",,"I","TEXAS A&M UNIV: COMMERCE","TEXAS A&M UNIVERSITY PD COMMERCE","Texas A&M University:","Commerce","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","University or College",0,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",22,4,26,1,5,6,0,0,01-JAN-97,01-MAR-09,01-APR-15,01-APR-15,01-APR-15,01-APR-15,"N","HUNT","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
193622020,19362,2020,"TX1160700","TX1160700","","N","N",,"I","CADDO MILLS","CADDO MILLS PD","Caddo Mills","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",1739,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,2,0,2,0,0,01-JAN-97,01-JAN-20,01-JAN-20,01-JUN-20,01-FEB-20,01-FEB-20,"N","HUNT","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
193682020,19368,2020,"TX1170100","TX1170100","","N","N",,"I","BORGER","BORGER PD","Borger","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",12318,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",25,0,25,2,2,4,0,0,01-JAN-97,01-JUL-16,01-JUL-16,01-JUL-16,01-JUL-16,01-JUL-16,"N","HUTCHINSON","Non-MSA","Y","Y","Y"
193692020,19369,2020,"TX1170500","TX1170500","","N","N",,"I","STINNETT","STINNETT","Stinnett","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",1759,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,1,0,1,0,0,01-JAN-97,01-SEP-20,01-SEP-20,01-OCT-20,01-OCT-20,01-OCT-20,"N","HUTCHINSON","Non-MSA","Y","Y","Y"
193702020,19370,2020,"TX1180000","TX1180000","","N","N",,"I","IRION","IRION CO SO MERTZON","Irion","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",1524,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",6,1,7,0,4,4,0,0,01-JAN-97,01-AUG-18,01-AUG-18,01-OCT-18,01-OCT-18,,"N","IRION","San Angelo, TX","Y","Y","Y"
193712020,19371,2020,"TX1190000","TX1190000","","N","N",,"I","JACK","JACK CO SO JACKSBORO","Jack","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",4526,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",18,6,24,2,10,12,0,0,01-JAN-97,01-JUN-20,01-JUN-20,01-AUG-20,01-AUG-20,01-AUG-20,"N","JACK","Non-MSA","Y","Y","Y"
193732020,19373,2020,"TX1200000","TX1200000","","N","N",,"I","JACKSON","JACKSON CO SO EDNA","Jackson","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",6911,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",16,7,23,0,16,16,0,0,01-JAN-97,01-JUL-12,01-APR-15,01-APR-15,01-APR-15,01-APR-15,"N","JACKSON","Non-MSA","Y","Y","Y"
193742020,19374,2020,"TX1200100","TX1200100","","N","N",,"I","EDNA","EDNA PD","Edna","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",5813,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",6,0,6,2,2,4,0,0,01-JAN-97,01-NOV-11,01-APR-15,01-APR-15,01-APR-15,01-APR-15,"N","JACKSON","Non-MSA","Y","Y","Y"
193772020,19377,2020,"TX1210100","TX1210100","","N","N",,"I","JASPER","JASPER PD","Jasper","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",7543,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",20,0,20,1,7,8,0,0,01-JAN-97,01-JUN-18,01-JUN-18,01-OCT-18,01-OCT-18,01-OCT-18,"N","JASPER","Non-MSA","Y","Y","Y"
193802020,19380,2020,"TX1230000","TX1230000","","N","N",,"I","JEFFERSON","JEFFERSON CO SO BEAUMONT","Jefferson","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",34157,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",112,101,213,24,160,184,0,0,01-JAN-97,01-NOV-20,01-NOV-20,01-JAN-21,01-JAN-21,01-JAN-21,"N","JEFFERSON","Beaumont-Port Arthur, TX","Y","Y","Y"
193812020,19381,2020,"TX1230100","TX1230100","","N","N",,"I","BEAUMONT","BEAUMONT PD","Beaumont","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",116766,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",6,"2","Cities from 100,000 thru 249,999","2","Cities from 100,000 thru 249,999","Y",1,"R","Y",236,12,248,25,47,72,0,0,01-JAN-97,01-AUG-20,01-AUG-20,01-OCT-20,01-OCT-20,01-OCT-20,"N","JEFFERSON","Beaumont-Port Arthur, TX","Y","Y","Y"
193822020,19382,2020,"TX1230300","TX1230300","","N","N",,"I","GROVES","GROVES POLICE DEPT","Groves","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",15412,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",18,0,18,2,2,4,0,0,01-JAN-97,01-OCT-20,01-OCT-20,01-NOV-20,01-NOV-20,01-NOV-20,"N","JEFFERSON","Beaumont-Port Arthur, TX","Y","Y","Y"
193842020,19384,2020,"TX1230500","TX1230500","","N","N",,"I","NEDERLAND","NEDERLAND PD","Nederland","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",17413,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",27,3,30,0,11,11,0,0,01-JAN-97,01-DEC-18,01-DEC-18,01-FEB-19,01-FEB-19,01-FEB-19,"N","JEFFERSON","Beaumont-Port Arthur, TX","Y","Y","Y"
193862020,19386,2020,"TX1230700","TX1230700","","N","N",,"I","PORT ARTHUR","PORT ARTHUR POLICE DEPT","Port Arthur","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",54257,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",92,8,100,24,27,51,0,0,01-JAN-97,01-SEP-19,01-SEP-19,01-DEC-19,01-DEC-19,01-DEC-19,"N","ORANGE; JEFFERSON","Beaumont-Port Arthur, TX","Y","Y","Y"
193872020,19387,2020,"TX1230800","TX1230800","","N","N",,"I","PORT NECHES","PORT NECHES PD","Port Neches","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",12616,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",20,1,21,2,2,4,0,0,01-JAN-97,01-SEP-16,01-SEP-16,01-SEP-16,01-SEP-16,01-SEP-16,"N","JEFFERSON","Beaumont-Port Arthur, TX","Y","Y","Y"
193892020,19389,2020,"TX1240000","TX1240000","","N","N",,"I","JIM HOGG","JIM HOGG CO SO HEBBRONVILLE","Jim Hogg","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",5173,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",12,11,23,3,12,15,0,0,01-JAN-97,01-JAN-19,01-JAN-19,01-MAY-19,01-MAY-19,01-MAY-19,"N","JIM HOGG","Non-MSA","Y","Y","Y"
193942020,19394,2020,"TX1260000","TX1260000","","N","N",,"I","JOHNSON","JOHNSON CO SO CLEBURNE","Johnson","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",79612,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",70,4,74,13,35,48,0,0,01-JAN-97,01-FEB-19,01-FEB-19,01-MAY-19,01-MAY-19,01-MAY-19,"N","JOHNSON","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
193952020,19395,2020,"TX1260100","TX1260100","","N","N",,"I","ALVARADO","ALVARADO PD","Alvarado","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",4626,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",15,0,15,2,2,4,0,0,01-JAN-97,01-JAN-20,01-JAN-20,01-JUL-20,01-JUL-20,01-JUL-20,"N","JOHNSON","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
193962020,19396,2020,"TX1260200","TX1260200","","N","N",,"I","BURLESON","BURLESON PD","Burleson","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",49660,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",57,4,61,8,21,29,0,0,01-JAN-97,01-FEB-19,01-FEB-19,01-MAY-19,01-MAY-19,01-MAY-19,"N","TARRANT; JOHNSON","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
193972020,19397,2020,"TX1260300","TX1260300","","N","N",,"I","CLEBURNE","CLEBURNE PD","Cleburne","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",31486,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",46,1,47,6,15,21,0,0,01-JAN-97,01-JAN-99,01-FEB-15,01-FEB-15,01-FEB-15,01-FEB-15,"N","JOHNSON","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
193982020,19398,2020,"TX1260500","TX1260500","","N","N",,"I","JOSHUA","JOSHUA PD","Joshua","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",8319,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,0,8,3,2,5,0,0,01-JAN-97,01-FEB-19,01-FEB-19,01-JUL-19,01-JUL-19,01-JUL-19,"N","JOHNSON","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
193992020,19399,2020,"TX1260600","TX1260600","","N","N",,"I","KEENE","KEENE PD","Keene","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",6619,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-97,01-JAN-14,01-JAN-17,01-JAN-17,01-JAN-17,01-JAN-17,"N","JOHNSON","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
194002020,19400,2020,"TX1261300","TX1261300","","N","N",,"I","GODLEY","GODLEY POLICE DEPARTMENT GODLEY","Godley","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",1423,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",6,0,6,0,0,0,0,0,01-JAN-97,01-OCT-19,01-OCT-19,01-NOV-19,01-NOV-19,01-NOV-19,"N","JOHNSON","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
194022020,19402,2020,"TX1270100","TX1270100","","N","N",,"I","ANSON","ANSON PD","Anson","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",2283,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-97,01-JUN-19,01-JUN-19,01-AUG-19,01-AUG-19,01-AUG-19,"N","JONES","Abilene, TX","Y","Y","Y"
194032020,19403,2020,"TX1270200","TX1270200","","N","N",,"I","HAMLIN","HAMLIN PD","Hamlin","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",2010,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,1,5,6,0,0,01-JAN-97,01-DEC-18,01-DEC-18,01-FEB-19,01-FEB-19,01-FEB-19,"N","JONES","Abilene, TX","Y","Y","Y"
194062020,19406,2020,"TX1280000","TX1280000","","N","N",,"I","KARNES","KARNES CO SO KARNES CITY","Karnes","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",8853,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",26,16,42,5,17,22,0,0,01-JAN-97,01-NOV-19,01-NOV-19,01-JAN-20,01-JAN-20,01-JAN-20,"N","KARNES","Non-MSA","Y","Y","Y"
